PIESReferenceFieldCodeId|PIESFieldId|PIESCodeId|PIESExpiCodeId|ReferenceNotes
1|1|141||The file being sent is an update file with changes, additions, deletions
2|2|98||
3|1|302||The file being sent is a full Refresh File
4|5|98||
5|48|98||
6|93|5|37|(Internal Use) - Part is in the process of being released. Required fields are not completed to release it for initial orders.
7|79|372||
9|77|372||
10|71|372||
11|26|372||
12|33|372||
13|49|372||
14|50|372||
15|52|372||
16|53|372||
17|66|415||Canadian Harmonization Code
18|23|373||
19|101|386||
20|43|386||
21|98|387||
22|46|387||
23|9|388||A description used to send general information in large paragraphs. Each general copy paragraph should be sent individually for the code. To provide multiple general copy paragraphs, loop the element/code. You can also provide a display sequence if needed.
24|16|16||
25|16|17||
26|48|376||
27|5|376||
28|2|376||
29|109|414||
30|59|414||
31|34|382||
35|16|50||
36|16|49||
37|16|22||
38|16|416||
39|7|93||Brand Owner Code (4 Char)
40|7|92||Brand Parent Code (4 Char)
41|7|91||Brand ID Code (4 Char)
42|8|93||Brand Owner Code (4 Char)
43|8|92||Brand Parent Code (4 Char)
44|8|91||Brand ID Code (4 Char)
45|53|56||
46|53|284||
47|53|48||
48|53|47||
49|53|46||
50|53|44||
51|53|37||
52|53|36||
53|53|35||
54|53|34||
55|53|33||
56|103|310||
57|42|310||
58|52|56||
59|50|44||
60|50|46||
61|50|47||
62|50|48||
63|50|284||
64|50|56||
65|52|33||
66|52|34||
67|52|35||
68|52|36||
69|52|37||
70|52|44||
71|52|46||
72|52|47||
73|52|48||
74|52|284||
75|79|371||
76|77|371||
77|71|371||
78|26|371||
79|33|371||
80|49|371||
81|50|371||
82|52|371||
83|53|371||
84|66|410||
85|66|411||
86|34|381||
87|97|412||
88|32|412||
89|97|413||
90|32|413||
91|52|309||
92|50|309||
93|49|309||
94|33|309||
95|26|309||
96|71|309||
97|77|309||
98|79|309||
99|53|309||
101|50|37||
102|50|36||
103|50|35||
104|50|34||
105|50|33||
106|49|56||
107|49|284||
108|49|48||
109|49|47||
110|49|46||
111|49|44||
112|49|37||
113|49|36||
114|49|35||
115|49|34||
116|49|33||
117|60|177||A description, specifically used in places where there is a very low character count restraint, to describe what the product is.
118|60|283||
119|60|282||
121|47|176||
122|47|190||
123|33|56||
124|33|284||
125|33|48||
126|33|47||
127|33|46||
128|33|44||
129|33|37||
130|33|36||
131|33|35||
132|33|34||
133|33|33||
134|77|307||
135|60|308||
136|73|308||
137|40|308||
139|106|308||
141|53|307||
142|52|307||
143|50|307||
144|49|307||
145|33|307||
146|26|307||
147|71|307||
148|66|84||Manufacturers Class for Core Returns
149|66|82||Manufacturers Group for Core Returns
150|94|286|38|Part has been announced to customers on a paper “New Number Announcement”. Part is active.
151|65|280|29|
152|64|280|30|
153|93|57|37|Part is released to customers for ordering.
154|93|66|37|Part has been announced to customers via electronic data files. Part is active but needs paper announcement.
155|93|122|37|Part has been announced to customers on a paper “New Number Announcement”. Part is active.
156|93|128|37|Part is suspended from shipment due to lack of availability or a hold on production.
157|93|125|37|Existing inventory of this part should be renumbered to the surviving part number.
158|90|280|32|
159|89|280|31|
160|91|280|33|
161|79|303||
162|77|303||
163|71|303||
164|26|303||
165|33|303||
166|49|303||
167|50|303||
168|52|303||
169|53|303||
170|109|304||
171|59|304||
172|81|305|26|
173|97|306||
174|32|306||
175|79|307||
176|32|83||
177|32|85||
178|32|86||
179|32|88||
180|32|89||
181|32|90||A general brochure describing a brand, company, product line.  If brochure in question is for a specific product, use code PDB.
182|32|281||
183|32|285||
184|32|120||
185|71|33||
186|71|34||
187|71|35||
188|71|36||
189|71|37||
190|71|44||
191|71|46||
192|71|47||
193|71|48||
194|71|284||
195|71|56||
196|66|54||S=Shelf-Stock,N=Non-Stock (Made to Order),Q=Quick-Ship
197|94|53|38|Part is being replaced by the surviving part number.
198|44|180||
199|44|182||
200|44|153||
201|44|135||
202|44|99||
203|44|55||
204|45|179||
205|46|95||
206|46|277||
207|46|288||
208|46|188||
209|46|178||
210|46|184||
211|91|24|33|
212|90|24|32|
213|89|24|31|
214|64|24|30|
215|65|24|29|
216|87|276|42|
217|94|278|38|Part is released to customers for ordering.
218|94|279|38|Available Only While Supplies Last
223|40|282||
224|40|283||
226|42|94||
227|42|269||
228|42|287||
229|42|121||
230|43|45||
231|73|282||
232|73|283||
233|73|177||A description, specifically used in places where there is a very low character count restraint, to describe what the product is.
234|46|52||
235|98|52||
236|77|33||
237|77|34||
238|77|35||
239|77|36||
240|77|37||
241|77|44||
242|77|46||
243|77|47||
244|77|48||
245|77|284||
246|77|56||
247|35|24||
248|35|280||
250|15|270||
251|15|271||
252|15|272||
253|15|273||
254|15|274||
255|15|275||
256|88|43|39|
257|27|35||
258|79|33||
259|79|34||
260|79|35||
261|79|36||
262|79|37||
263|79|44||
264|79|46||
265|79|47||
266|79|48||
267|79|284||
268|79|56||
269|16|181||
270|16|183||
271|16|152||
272|16|134||
273|16|133||
274|16|126||
275|16|127||
276|16|129||
277|16|124||
278|16|123||
279|16|65||
280|16|64||
281|16|63||
282|19|51||
283|66|62||Y/N
284|53|61||
285|52|61||
286|50|61||
287|49|61||
288|33|61||
289|26|61||
290|71|61||
291|77|61||
292|79|61||
293|94|60|38|Part is suspended from shipment due to lack of availability or a hold on production.
294|81|59|25|
295|65|58|29|
296|64|58|30|
297|89|58|31|
298|90|58|32|
299|20|58||
300|35|58||
301|112|58||
302|20|24||
303|20|280||
304|26|33||
305|26|34||
306|26|35||
307|26|36||
308|26|37||
309|26|44||
310|26|46||
311|26|47||
312|26|48||
313|26|284||
314|26|56||
315|97|120||
316|97|285||
317|97|281||
318|97|90||A general brochure describing a brand, company, product line.  If brochure in question is for a specific product, use code PDB.
319|97|89||
320|97|88||
321|97|86||
322|97|85||
323|97|83||
324|100|180||
325|100|182||
326|100|153||
327|100|135||
328|100|99||
329|100|55||
330|99|179||
331|98|95||
332|98|277||
333|98|288||
334|98|188||
335|98|178||
336|98|184||
342|86|106|43|Supplier Method of Calculation for Standard Codes Description
343|103|105||
344|42|105||
345|97|104||
346|32|104||
347|66|103||Proprietary Trading Partner Movement Code
348|106|102||
349|40|102||
350|60|102||
351|98|101||
352|46|101||
353|97|100||
354|32|100||
355|91|58|33|
356|47|150||
357|65|149|29|
358|79|146||
359|77|146||
360|71|146||
361|26|146||
362|33|146||
363|49|146||
364|50|146||
365|52|146||
366|53|146||
367|98|147||
368|46|147||
369|81|148|26|
370|112|149||
371|35|149||
372|20|149||
373|91|149|33|
374|90|149|32|
375|89|149|31|
376|64|149|30|
380|104|370||
381|41|370||
382|24|370||
383|14|383||
384|14|384||
385|14|385||
386|66|409||ANSI X.12 Element 152 Special Handling Code List (External Code Sources)
387|47|164||
388|48|165||
389|5|165||
390|2|165||
391|112|140||
392|35|140||
393|20|140||
394|91|140|33|
395|90|140|32|
396|64|140|30|
397|65|140|29|
398|55|142||U.P.C./EAN Consumer Package Code (1-5-5-1)
402|47|145||
403|89|140|31|
408|73|403||A description, specifically used on an invoice, to describe what the product is.
409|60|403||A description, specifically used on an invoice, to describe what the product is.
410|22|404||
411|97|405||
412|32|405||
413|47|406||
414|47|407||
415|47|408||
416|112|24||
417|112|280||
423|106|282||
424|106|283||
426|103|94||
427|103|269||
428|103|287||
429|103|121||
430|101|45||
431|63|391||
432|67|391||
433|28|391||
434|75|391||
435|31|391||
436|10|391||
437|3|391||
438|97|402||
439|32|402||
440|97|268||
441|32|268||
442|101|171||
443|43|171||
444|69|173||
445|51|162||
446|19|163||
449|40|397||
450|111|157||
451|36|157||
452|108|390||
453|108|391||
454|38|390||
455|38|391||
458|106|397||
459|52|365||
460|52|160||
461|52|137||
462|52|366||
463|52|367||
464|52|368||
465|52|369||
466|97|161||
467|97|2||
468|97|131||
469|32|161||
470|32|2||
471|32|131||
472|112|167||
473|112|378||
474|112|379||
475|35|167||
476|35|378||
477|35|379||
478|97|265||
479|32|265||
480|97|266||
481|32|266||
482|97|267||
483|32|267||
489|97|264||
490|32|264||
491|97|258||
492|32|258||
493|91|167|33|
494|91|378|33|
495|91|379|33|
496|90|167|32|
497|90|378|32|
498|90|379|32|
499|89|167|31|
500|89|378|31|
501|89|379|31|
502|64|167|30|
503|64|378|30|
504|64|379|30|
505|65|167|29|
506|65|378|29|
507|65|379|29|
508|52|31||
509|53|374||
510|53|289||
511|53|299||
512|53|7||
513|53|8||
514|53|26||
515|53|27||
516|53|28||
517|53|29||
518|53|30||
519|53|31||
520|10|375||
521|10|108||
522|10|96||
523|9|452||A description used to communicate a feature and benefit of a product. Feature and benefits of a product can describe the physical and functional characteristics of the product, as well as the value or quality of the product, that sets it a part from other products in the market. Each feature and benefit should be sent individually for the code. To provide multiple feature and benefits, loop the element/code. You can also provide a display sequence if needed. Data receivers can concatenate records for display purposes.
524|5|377||
525|5|300||
526|5|97||
527|3|375||
528|3|108||
529|3|96||
530|2|377||
531|2|300||
532|2|97||
533|50|30||
534|50|31||
535|52|374||
536|52|289||
537|52|299||
538|52|7||
539|52|8||
540|52|26||
541|52|27||
542|52|28||
543|52|29||
544|52|30||
545|47|293||
546|47|114||
547|47|115||
548|47|116||
549|47|70||
550|47|71||
551|47|72||
552|47|74||
553|47|75||
554|47|76||
555|47|77||
556|48|377||
557|48|300||
558|48|97||
559|31|375||
560|31|108||
561|31|96||
562|60|392||An extended description used to describe what the product is with potentially additional product attributes included. This could be used but is not limited to a description for eCommerce/search engine optimization.
563|60|117||A full description used to describe what the product is.
565|49|374||
566|49|289||
567|49|299||
568|49|7||
569|49|8||
570|49|26||
571|49|27||
572|49|28||
573|49|29||
574|49|30||
575|49|31||
576|50|374||
577|50|289||
578|50|299||
579|50|7||
580|50|8||
581|50|26||
582|50|27||
583|50|28||
584|50|29||
585|109|156||
586|59|156||
594|73|395||A description, used specifically on the product's package and/or bin/shelf, to describe what the product is.
595|73|397||
596|60|154||A paragraph description with the primary purpose to sell the product. The text can include, but is not limited to, key attributes and selling features of the product. This description is typically supported by Feature and Benefits when displayed in a catalog or product webpage.
597|60|395||A description, used specifically on the product's package and/or bin/shelf, to describe what the product is.
598|60|397||
599|48|168||
600|5|168||
601|2|168||
602|103|227||
603|97|227||
604|42|227||User Defined Code Value definitions are defined between data suppliers and data receivers, and are decoded by the data receiver when used.
605|32|227||
606|47|227||
607|51|227||
608|103|228||
609|97|228||
610|42|228||User Defined Code Value definitions are defined between data suppliers and data receivers, and are decoded by the data receiver when used.
611|32|228||
612|47|228||
613|51|228||
614|103|229||
615|98|159||
616|98|158||
617|98|155||
618|98|143||
619|98|398||
620|46|159||
621|46|158||
622|46|155||
623|46|143||
624|46|398||
625|66|166||Y/N
626|66|191||Supplier Method of Calculation for Standard Codes
627|66|189||PIES Standard National Popularity (Velocity) Codes
628|66|170||
629|66|132||PIES Standard Life Cycle Status Description
630|66|3||PIES Standard Life Cycle Status Code
631|32|229||
632|47|229||
633|51|229||
634|103|230||
635|97|230||
636|42|230||User Defined Code Value definitions are defined between data suppliers and data receivers, and are decoded by the data receiver when used.
637|32|230||
638|47|230||
639|51|230||
640|103|231||
641|97|231||
642|42|231||User Defined Code Value definitions are defined between data suppliers and data receivers, and are decoded by the data receiver when used.
643|32|231||
644|47|231||
645|51|231||
646|103|232||
647|97|232||
648|42|232||User Defined Code Value definitions are defined between data suppliers and data receivers, and are decoded by the data receiver when used.
649|32|232||
650|47|232||
651|51|232||
652|103|233||
653|97|233||
654|42|233||User Defined Code Value definitions are defined between data suppliers and data receivers, and are decoded by the data receiver when used.
655|32|233||
656|47|233||
657|51|233||
658|103|234||
659|97|234||
660|42|234||User Defined Code Value definitions are defined between data suppliers and data receivers, and are decoded by the data receiver when used.
661|32|234||
662|47|234||
663|51|234||
664|103|235||
665|97|235||
666|42|235||User Defined Code Value definitions are defined between data suppliers and data receivers, and are decoded by the data receiver when used.
667|32|235||
668|47|235||
669|51|235||
670|98|236||
671|46|236||
672|18|237||
673|25|237||
674|29|237||PAdb Defined Attribute
675|82|237|40|
678|95|237|7|
679|54|237||
680|56|237||
681|98|238||
682|46|238||
683|48|239||
684|5|239||
685|2|239||
686|48|240||
687|5|240||
688|2|240||
689|98|241||
690|46|241||
691|47|242||Needs to specify that it is Wholesale so it isn’t confused with Unilateral
692|66|243||Indicates the warranty time unit of measure (Days, Weeks, Months,Years)
693|66|244||“36”
694|66|245||“LF”, "SR", "TX"
695|66|246||“Lifetime” or "See Rep" or Text
696|47|247||Wholesale Minimum Advertised Price
697|98|248||
698|46|248||
699|47|249||
700|97|250||
701|32|250||
702|102|251||
703|58|251||
704|98|252||
705|46|252||
706|101|253||
707|43|253||
708|47|254||This is a level below WD1 Wholesale pricing
709|66|255||Indicates the warranty distance unit of measure (Miles, Kilometers)
710|47|256||
711|98|257||
712|46|257||
713|87|259|42|
714|69|260||
715|69|261||
716|69|262||
718|66|18||
719|66|19||
720|66|20||
721|66|21||
722|66|23||
723|66|78||Manufacturers Item-Specific Number for Core
724|33|374||
725|33|289||
726|33|299||
727|33|7||
728|33|8||
729|33|26||
730|33|27||
731|33|28||
732|33|29||
733|33|30||
734|33|31||
735|53|365||
736|53|160||
737|53|137||
738|53|366||
739|53|367||
740|53|368||
741|53|369||
742|77|365||
743|77|160||
744|77|137||
745|77|366||
746|77|367||
747|77|368||
748|77|369||
749|79|365||
750|79|160||
751|79|137||
752|79|366||
753|79|367||
754|79|368||
755|79|369||
756|26|365||
757|26|160||
758|26|137||
759|26|366||
760|26|367||
761|26|368||
762|26|369||
763|103|393||
764|103|396||
765|42|393||
766|42|396||
767|49|365||
768|49|160||
769|49|137||
770|49|366||
771|49|367||
772|49|368||
773|49|369||
774|113|390||
775|113|391||
776|80|390||
777|80|391||
778|68|390||
779|68|391||
780|63|390||
781|67|390||
782|28|390||
783|75|390||
784|31|390||
785|10|390||
786|3|390||
787|24|32||
788|26|374||
789|26|289||
790|26|299||
791|26|7||
792|26|8||
793|26|26||
794|26|27||
795|26|28||
796|26|29||
797|26|30||
798|26|31||
799|28|375||
800|28|108||
801|28|96||
802|75|375||
803|75|108||
804|75|96||
805|91|380|33|
806|90|380|32|
807|89|380|31|
808|64|380|30|
809|65|380|29|
810|91|291|33|
811|90|291|32|
812|89|291|31|
813|64|291|30|
814|65|291|29|
815|94|301|38|Part has been announced to customers via electronic data files. Part is active but needs paper announcement.
816|94|119|38|Part is being removed from the product line.
817|66|109||Emission's Codes For The Product.
818|66|69||Days within which core can be returned without penalty
819|33|365||
820|33|160||
821|33|137||
822|33|366||
823|33|367||
824|33|368||
825|33|369||
826|86|185|43|Supplier Method of Calculation for Standard Codes
827|86|175|43|Supplier Method of Calculation for Standard Codes Description
828|86|174|43|Supplier Method of Calculation for Standard Codes Description
829|86|172|43|Supplier Method of Calculation for Standard Codes
830|86|394|43|Supplier Method of Calculation for Standard Codes
831|50|365||
832|50|160||
833|50|137||
834|50|366||
835|50|367||
836|50|368||
837|50|369||
838|47|400||
839|47|139||
840|47|136||
841|47|399||
842|47|401||
843|71|365||
844|71|160||
845|71|137||
846|71|366||
847|71|367||
848|71|368||
849|71|369||
850|71|26||
851|71|27||
852|71|28||
853|71|29||
854|71|30||
855|71|31||
856|63|375||
857|63|108||
858|63|96||
859|73|392||An extended description used to describe what the product is with potentially additional product attributes included. This could be used but is not limited to a description for eCommerce/search engine optimization.
860|73|117||A full description used to describe what the product is.
862|67|375||
863|67|108||
864|67|96||
865|15|297||
866|15|6||
867|15|38||
868|15|39||
869|15|40||
870|15|41||
871|15|42||
872|17|25||
873|20|380||
874|20|291||
875|22|112||
876|81|130|25|Supplier Method of Calculation for Standard Codes
877|81|1|26|
878|51|187||
879|51|186||
880|51|151||
881|51|138||
882|20|167||
883|20|378||
884|20|379||
889|41|32||
890|42|290||
891|42|79||
892|58|81||
893|43|80||
894|46|292||
895|46|296||
896|46|389||
897|46|113||
898|32|294||
899|32|295||
900|32|111||
901|32|9||
902|32|68||
903|71|374||
904|71|289||
905|71|299||
906|71|7||
907|71|8||
908|97|218||
909|32|218||
910|97|217||
911|32|217||
912|97|216||
913|32|216||
914|79|215||
915|98|220||
916|46|220||
917|77|215||
918|71|215||
919|33|215||
920|49|215||
921|50|215||
922|52|215||
923|53|215||
924|97|214||
925|32|214||
926|97|213||
927|32|213||
928|79|212||
929|77|212||
930|71|212||
931|26|212||
932|33|212||
933|49|212||
934|50|212||
935|52|212||
936|53|212||
937|97|211||
938|32|211||
939|97|210||
940|32|210||
941|97|209||
942|32|209||
943|97|208||
944|32|208||
945|97|207||
946|32|207||
947|97|206||
948|32|206||
949|97|205||
950|32|205||
951|78|204||
952|97|203||
953|32|203||
954|103|202||
955|102|202||
956|101|202||
957|42|202||
958|58|202||
959|43|202||
960|8|315||SubBrand ID Code (4 Char)
961|7|315||SubBrand ID Code (4 Char)
962|66|317||Indicates Item regulated in State (2 char abbrev)
963|66|318||Indicates Item regulated in Postal Code
964|47|319||Retail Minimum Advertised Price
967|66|331||Describes regulations
968|66|333||Indicates Item regulated in City, St (use 2 char for state)
969|66|334||Indicates Item regulated in County, St (use 2 char for state)
970|66|335||Indicates Item regulated in Country
971|47|340||Price amounts change upon volume, so 25 units, 50 units, 100 units, etc
972|66|345||Replacement Part Number
973|66|346||Replaced Part Number
974|8|347||PCdb Part Terminology ID
975|7|347||PCdb Part Terminology ID
976|8|351||Manufacturer-assigned Minor Product Category as assigned in <SubGroup> (B61)
977|7|351||Manufacturer-assigned Minor Product Category as assigned in <SubGroup> (B61)
978|66|361||Maximum allowable layers per pallet for this item
979|66|362||Maximum allowable cases per pallet layer for this item
980|47|364||Price when product is picked up by customer, free of freight burden
981|8|15||Manufacturer-assigned Major Product Category as assigned in <Group> (B60)
982|7|15||Manufacturer-assigned Major Product Category as assigned in <Group> (B60)
983|34|224||PE is the most widely used value for this field.  "EA" is a commonly misused value for this field, but use of the values in Table 639 is required by ANSI standards for invoices.
984|97|222||a specific brochure describing a Product
985|32|222||a specific brochure describing a Product
986|8|219||Category Management Product Category Code
987|7|219||Category Management Product Category Code
988|66|201||Original Supplier Item Identification
989|66|200||Original or OEM Supplier’s Name
990|81|314|25|
991|83|316|46|
992|94|326|38|Existing inventory of this part should be renumbered to the surviving part number.
993|94|328|38|(Internal Use) - New part notification is sent to inventory control and research. All required information has been completed.
994|83|342|46|
995|94|352|38|(Internal Use) - Part is in the process of being released. Required fields are not completed to release it for initial orders.
996|79|199||
997|77|199||
998|71|199||
999|26|199||
1000|33|199||
1001|49|199||
1002|50|199||
1003|52|199||
1004|53|199||
1005|98|198||
1006|46|198||
1007|98|197||
1008|46|197||
1009|66|196||Original Equipment Mfgr. Item ID
1010|66|195||Original Equipment Mfgr. Name
1011|94|194|38|Obsolescence protection has expired on this part. It will no longer appear in catalogs, price lists.
1012|87|193|42|
1013|97|229||
1014|42|229||User Defined Code Value definitions are defined between data suppliers and data receivers, and are decoded by the data receiver when used.
1015|26|215||
1016|98|360||
1017|46|360||
1018|27|363||
1019|27|10||
1020|97|11||
1021|32|11||
1022|97|12||
1023|32|12||
1024|97|13||
1025|32|13||
1026|79|14||
1027|77|14||
1028|71|14||
1029|26|14||
1030|33|14||
1031|49|14||
1032|50|14||
1033|52|14||
1034|53|14||
1035|23|226||
1036|79|225||
1037|77|225||
1038|71|225||
1039|26|225||
1040|33|225||
1041|49|225||
1042|50|225||
1043|52|225||
1044|53|225||
1045|98|223||
1046|46|223||
1047|34|221||
1048|97|349||
1049|32|349||
1050|97|350||
1051|32|350||
1052|47|353||
1053|79|354||
1054|77|354||
1055|71|354||
1056|26|354||
1057|33|354||
1058|49|354||
1059|50|354||
1060|52|354||
1061|53|354||
1062|97|355||
1063|32|355||
1064|97|356||
1065|32|356||
1066|97|357||
1067|32|357||
1068|34|358||
1069|34|359||
1070|53|348||
1071|52|348||
1072|50|348||
1073|49|348||
1074|33|348||
1075|26|348||
1076|71|348||
1077|77|348||
1078|79|348||
1079|41|344||
1080|104|344||
1081|34|343||
1082|47|341||
1083|53|339||
1084|52|339||
1085|50|339||
1086|49|339||
1087|33|339||
1088|26|339||
1089|71|339||
1090|77|339||
1091|79|339||
1092|19|338||
1093|47|337||
1094|46|336||
1095|98|336||
1096|53|332||
1097|52|332||
1098|50|332||
1099|49|332||
1100|33|332||
1101|26|332||
1102|71|332||
1103|77|332||
1104|79|332||
1105|53|330||
1106|52|330||
1107|50|330||
1108|49|330||
1109|33|330||
1110|26|330||
1111|71|330||
1112|77|330||
1113|79|330||
1114|51|325||
1115|32|324||
1116|97|324||
1117|47|323||
1118|43|322||
1119|101|322||
1120|42|321||
1121|103|321||
1122|53|320||
1123|52|320||
1124|50|320||
1125|49|320||
1126|33|320||
1127|26|320||
1128|71|320||
1129|77|320||
1130|79|320||
1131|53|313||
1132|52|313||
1133|50|313||
1134|49|313||
1135|33|313||
1136|26|313||
1137|71|313||
1138|77|313||
1139|79|313||
1140|60|312||A condensed description used to describe what the product is.
1141|73|312||A condensed description used to describe what the product is.
1146|35|291||
1147|36|298||
1148|36|110||
1149|36|73||
1150|38|375||
1151|38|108||
1152|38|96||
1155|97|68||
1156|80|375||
1157|80|108||
1158|80|96||
1159|79|374||
1160|79|289||
1161|79|299||
1162|79|7||
1163|79|8||
1164|79|26||
1165|79|27||
1166|79|28||
1167|79|29||
1168|79|30||
1169|79|31||
1170|77|374||
1171|77|289||
1172|77|299||
1173|77|7||
1174|77|8||
1175|77|26||
1176|77|27||
1177|77|28||
1178|77|29||
1179|77|30||
1180|77|31||
1181|68|375||
1182|68|108||
1183|68|96||
1184|35|380||
1185|113|375||
1186|113|108||
1187|113|96||
1188|112|380||
1189|112|291||
1190|111|298||
1191|111|110||
1192|111|73||
1193|108|375||
1194|108|108||
1195|108|96||
1202|104|32||
1203|103|290||
1204|103|79||
1205|102|81||
1206|101|80||
1207|98|292||
1208|98|296||
1209|98|389||
1210|98|113||
1211|97|294||
1212|97|295||
1213|97|111||
1214|97|9||
1215|56|447||
1216|13|446||No Change is used to send a segment that does not contain any changes.
1217|13|457||Delete is used to remove an Item or a segment.  NOTE: As the "LIF" field in EXPI is used to control Life Cycle changes to a product, the Delete procedures should be used only to correct an error.
1218|13|462||Change is used to make a change to a segment - the entire revised segment should be sent.
1219|13|426||Add is used to provide a full new Item record, or a new segment.
1220|10|451||
1221|6|446||No Change is used to send a segment that does not contain any changes.
1222|6|457||Delete is used to remove an Item or a segment.  NOTE: As the "LIF" field in EXPI is used to control Life Cycle changes to a product, the Delete procedures should be used only to correct an error.
1223|6|462||Change is used to make a change to a segment - the entire revised segment should be sent.
1224|6|426||Add is used to provide a full new Item record, or a new segment.
1225|4|446||No Change is used to send a segment that does not contain any changes.
1226|4|457||Delete is used to remove an Item or a segment.  NOTE: As the "LIF" field in EXPI is used to control Life Cycle changes to a product, the Delete procedures should be used only to correct an error.
1227|4|462||Change is used to make a change to a segment - the entire revised segment should be sent.
1228|4|426||Add is used to provide a full new Item record, or a new segment.
1229|3|451||
1230|57|446||No Change is used to send a segment that does not contain any changes.
1231|57|457||Delete is used to remove an Item or a segment.  NOTE: As the "LIF" field in EXPI is used to control Life Cycle changes to a product, the Delete procedures should be used only to correct an error.
1232|57|462||Change is used to make a change to a segment - the entire revised segment should be sent.
1233|57|426||Add is used to provide a full new Item record, or a new segment.
1234|75|451||
1235|66|463||“50,000”
1236|66|435||Return Code by the Manufacturer
1237|74|446||No Change is used to send a segment that does not contain any changes.
1238|74|457||Delete is used to remove an Item or a segment.  NOTE: As the "LIF" field in EXPI is used to control Life Cycle changes to a product, the Delete procedures should be used only to correct an error.
1239|74|462||Change is used to make a change to a segment - the entire revised segment should be sent.
1240|74|426||Add is used to provide a full new Item record, or a new segment.
1241|33|465||
1242|33|438||
1243|33|439||
1244|34|437||
1245|34|434||
1246|34|440||
1247|70|446||No Change is used to send a segment that does not contain any changes.
1248|70|457||Delete is used to remove an Item or a segment.  NOTE: As the "LIF" field in EXPI is used to control Life Cycle changes to a product, the Delete procedures should be used only to correct an error.
1249|70|462||Change is used to make a change to a segment - the entire revised segment should be sent.
1250|70|426||Add is used to provide a full new Item record, or a new segment.
1251|31|451||
1252|60|452||A description used to communicate a feature and benefit of a product. Feature and benefits of a product can describe the physical and functional characteristics of the product, as well as the value or quality of the product, that sets it a part from other products in the market. Each feature and benefit should be sent individually for the code. To provide multiple feature and benefits, loop the element/code. You can also provide a display sequence if needed. Data receivers can concatenate records for display purposes.
1253|30|446||No Change is used to send a segment that does not contain any changes.
1254|30|457||Delete is used to remove an Item or a segment.  NOTE: As the "LIF" field in EXPI is used to control Life Cycle changes to a product, the Delete procedures should be used only to correct an error.
1255|30|462||Change is used to make a change to a segment - the entire revised segment should be sent.
1256|30|426||Add is used to provide a full new Item record, or a new segment.
1257|49|465||
1258|49|438||
1259|49|439||
1260|50|465||
1261|50|438||
1262|50|439||
1263|52|465||
1264|52|438||
1265|52|439||
1266|53|465||
1267|53|438||
1268|53|439||
1269|54|447||
1270|55|453||European Article Number (EAN) (2-5-5-1)
1271|12|426||Add is used to provide a full new Item record, or a new segment.
1272|42|442||
1273|42|449||
1274|42|430||
1275|58|464||
1276|58|192||
1277|45|436||
1278|11|446||No Change is used to send a segment that does not contain any changes.
1279|11|457||Delete is used to remove an Item or a segment.  NOTE: As the "LIF" field in EXPI is used to control Life Cycle changes to a product, the Delete procedures should be used only to correct an error.
1280|11|462||Change is used to make a change to a segment - the entire revised segment should be sent.
1281|11|426||Add is used to provide a full new Item record, or a new segment.
1282|71|465||
1283|71|438||
1284|71|439||
1285|63|451||
1286|72|446||No Change is used to send a segment that does not contain any changes.
1287|72|457||Delete is used to remove an Item or a segment.  NOTE: As the "LIF" field in EXPI is used to control Life Cycle changes to a product, the Delete procedures should be used only to correct an error.
1288|72|462||Change is used to make a change to a segment - the entire revised segment should be sent.
1289|72|426||Add is used to provide a full new Item record, or a new segment.
1290|67|451||
1291|15|460||
1292|15|423||
1293|16|432||
1294|18|447||
1295|19|425||
1296|20|455||
1297|20|458||
1298|21|445||
1299|21|418||
1300|62|446||No Change is used to send a segment that does not contain any changes.
1301|62|457||Delete is used to remove an Item or a segment.  NOTE: As the "LIF" field in EXPI is used to control Life Cycle changes to a product, the Delete procedures should be used only to correct an error.
1302|62|462||Change is used to make a change to a segment - the entire revised segment should be sent.
1303|62|426||Add is used to provide a full new Item record, or a new segment.
1304|25|447||
1305|26|465||
1306|26|438||
1307|26|439||
1308|27|454||
1309|27|419||
1310|61|446||No Change is used to send a segment that does not contain any changes.
1311|61|457||Delete is used to remove an Item or a segment.  NOTE: As the "LIF" field in EXPI is used to control Life Cycle changes to a product, the Delete procedures should be used only to correct an error.
1312|61|462||Change is used to make a change to a segment - the entire revised segment should be sent.
1313|61|426||Add is used to provide a full new Item record, or a new segment.
1314|28|451||
1315|29|447||User-Defined
1317|105|446||No Change is used to send a segment that does not contain any changes.
1318|105|457||Delete is used to remove an Item or a segment.  NOTE: As the "LIF" field in EXPI is used to control Life Cycle changes to a product, the Delete procedures should be used only to correct an error.
1319|105|462||Change is used to make a change to a segment - the entire revised segment should be sent.
1320|105|426||Add is used to provide a full new Item record, or a new segment.
1321|103|442||
1322|103|449||
1323|103|430||
1324|102|464||
1325|102|192||
1326|99|436||
1327|96|446||No Change is used to send a segment that does not contain any changes.
1328|96|457||Delete is used to remove an Item or a segment.  NOTE: As the "LIF" field in EXPI is used to control Life Cycle changes to a product, the Delete procedures should be used only to correct an error.
1329|96|462||Change is used to make a change to a segment - the entire revised segment should be sent.
1330|96|426||Add is used to provide a full new Item record, or a new segment.
1331|80|451||
1332|79|465||
1333|79|438||
1334|79|439||
1335|78|467||
1336|78|441||
1337|77|465||
1338|77|438||
1339|77|439||
1340|76|446||No Change is used to send a segment that does not contain any changes.
